transaction_id,timestamp_utc,merchant_id,mid,tid,acquirer_bin,gateway_provider,client_ip,asn_type,ip_distance_from_home_km,device_canvas_hash,channel_type,avs_match_code,cvv_match_flag,geo_risk_score,is_cross_border
TX_00000028,2024-01-01T23:02:34.011280+00:00,M_5541_00113,MID_459110_000113,TID_0113,459110,CASHFREE,127.0.0.1,residential,13.79,0db8f2608c7077ce,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000029,2024-01-01T23:16:42.665118+00:00,M_5411_00015,MID_607152_000015,TID_0015,607152,RAZORPAY,103.242.93.119,residential,2.82,e1b88f83c038711c,CNP_WEB,Y,1,0,False
TX_00000030,2024-01-01T23:26:09.320599+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,12.19,87e59e5e726282c6,CP_POS_CHIP,Y,1,0,False
TX_00000031,2024-01-02T00:42:04.561329+00:00,M_5542_00060,MID_400814_000060,TID_0060,400814,CASHFREE,127.0.0.1,residential,11.52,a8d2dce409906f43,CP_POS_CHIP,Y,1,0,False
TX_00000032,2024-01-02T00:49:41.628449+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,13.37,6a6d05b8e716624a,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000033,2024-01-02T01:08:56.065180+00:00,M_5541_00143,MID_607152_000143,TID_0143,607152,RAZORPAY,127.0.0.1,residential,18.16,b3ccb4916d80795a,CP_POS_CHIP,Y,1,0,False
TX_00000034,2024-01-02T02:08:56.781660+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,10.98,35921ba4fb21439c,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000035,2024-01-02T02:46:52.299770+00:00,M_5541_00095,MID_459110_000095,TID_0095,459110,CASHFREE,127.0.0.1,residential,6.86,afd58532766a7a06,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000036,2024-01-02T02:47:54.850462+00:00,M_5541_00129,MID_400814_000129,TID_0129,400814,RAZORPAY,127.0.0.1,residential,5.07,caae9a28260ada7f,CP_POS_CHIP,Y,1,0,False
TX_00000037,2024-01-02T03:25:52.982454+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,3.61,9f25e5ee9e1ddeaf,CP_POS_CHIP,Y,1,0,False
TX_00000038,2024-01-02T03:27:27.227409+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,1.66,b8dec3a5d4698a6f,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000039,2024-01-02T03:36:08.877383+00:00,M_5541_00095,MID_459110_000095,TID_0095,459110,CASHFREE,127.0.0.1,residential,5.11,26db106d45cf9ef5,CP_POS_CHIP,Y,1,0,False
TX_00000040,2024-01-02T04:59:32.990376+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,5.13,9f25e5ee9e1ddeaf,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000041,2024-01-02T06:45:58.674769+00:00,M_5411_00058,MID_607152_000058,TID_0058,607152,BILLDESK,127.0.0.1,residential,15.26,e266a126b009204e,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000042,2024-01-02T07:09:17.444272+00:00,M_5411_00068,MID_524180_000068,TID_0068,524180,BILLDESK,103.231.189.93,residential,8.73,5b57a70213bbc1ec,CNP_WEB,Y,1,0,False
TX_00000043,2024-01-02T10:03:25.519160+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,12.87,d0893615498a59b9,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000044,2024-01-02T11:14:07.216959+00:00,M_5411_00051,MID_400814_000051,TID_0051,400814,PAYU,103.242.202.48,residential,15.34,821f66cb661ce1f2,CNP_WEB,Y,1,0,False
TX_00000045,2024-01-02T12:38:07.852467+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,1.68,17cb7079277e0d54,CP_POS_CHIP,Y,1,0,False
TX_00000046,2024-01-02T12:43:23.163775+00:00,M_5814_00066,MID_524180_000066,TID_0066,524180,CASHFREE,127.0.0.1,residential,12.49,167856e0eade0526,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000047,2024-01-02T13:06:44.749011+00:00,M_5411_00049,MID_524180_000049,TID_0049,524180,BILLDESK,127.0.0.1,residential,1.64,6e797c74843c5a65,CP_POS_CHIP,Y,1,0,False
TX_00000048,2024-01-02T13:37:20.484855+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.145.170.238,residential,12.11,935fef10622a2400,CNP_MOBILE,Y,1,0,False
TX_00000049,2024-01-02T14:03:27.472074+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.114.195.211,residential,5.63,c859d7d24fe33f03,CNP_MOBILE,Y,1,0,False
TX_00000050,2024-01-02T14:16:36.357048+00:00,M_6513_00022,MID_400814_000022,TID_0022,400814,PAYU,103.251.167.35,mobile,0.0,6797573b1a8d20c5,CNP_MOBILE,Z,1,0,False
TX_00000051,2024-01-02T15:24:34.903045+00:00,M_5944_00115,MID_400814_000115,TID_0115,400814,BILLDESK,127.0.0.1,residential,7.86,17cb7079277e0d54,CP_POS_CHIP,Y,1,0,False
TX_00000052,2024-01-02T15:40:33.540284+00:00,M_6051_00023,MID_400814_000023,TID_0023,400814,CASHFREE,103.251.167.42,residential,0.0,2bb6d7d3b3db1245,CNP_WEB,Y,1,0,False
TX_00000053,2024-01-02T16:11:05.152041+00:00,M_6051_00023,MID_400814_000023,TID_0023,400814,CASHFREE,103.251.167.48,residential,0.0,7c755c69759a0b9f,CNP_WEB,N,1,45,False
TX_00000054,2024-01-02T16:49:43.052459+00:00,M_5411_00015,MID_607152_000015,TID_0015,607152,RAZORPAY,103.131.144.10,residential,6.76,7732b3531aaaaf07,CNP_WEB,Y,1,0,False
TX_00000055,2024-01-02T16:58:32.356364+00:00,M_5814_00110,MID_607152_000110,TID_0110,607152,PAYU,103.43.217.144,residential,6.85,cecff2d23c436ef6,CNP_MOBILE,Y,1,0,False
TX_00000056,2024-01-02T19:17:46.489523+00:00,M_5541_00113,MID_459110_000113,TID_0113,459110,CASHFREE,127.0.0.1,residential,6.74,ba39b4b46b203771,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000057,2024-01-02T19:32:55.559401+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,17.33,e3224b323c1a0366,CP_POS_CHIP,Y,1,0,False
TX_00000058,2024-01-02T19:41:32.480637+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.31.142.202,residential,19.86,b5c7fe6c6254bdcb,CNP_WEB,Y,1,0,False
TX_00000059,2024-01-02T19:55:24.092596+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,19.3,5c81491555d89189,CP_POS_CHIP,Y,1,0,False
TX_00000060,2024-01-02T19:58:02.311877+00:00,M_5812_00043,MID_400814_000043,TID_0043,400814,RAZORPAY,127.0.0.1,residential,2.47,358f18d91705f1b7,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000061,2024-01-02T20:28:38.407304+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,10.45,a59926bd4ae750d7,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000062,2024-01-02T20:30:11.379248+00:00,M_5411_00059,MID_524180_000059,TID_0059,524180,RAZORPAY,127.0.0.1,residential,6.17,b1babad0eb8a40e8,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000063,2024-01-02T21:00:40.586243+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,17.24,9a8c7640fb73a0c3,CP_POS_CHIP,Y,1,0,False
TX_00000064,2024-01-02T21:42:23.738282+00:00,M_5944_00072,MID_607152_000072,TID_0072,607152,PAYU,127.0.0.1,residential,2.95,8bfe5684473b35b2,CP_POS_CHIP,Y,1,0,False
TX_00000065,2024-01-02T21:48:59.875598+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,8.5,ce50d34409bfac45,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000066,2024-01-02T22:06:05.355161+00:00,M_5311_00116,MID_524180_000116,TID_0116,524180,CASHFREE,127.0.0.1,residential,1.24,452f6cf4caaea579,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000067,2024-01-03T00:08:06.378958+00:00,M_5411_00058,MID_607152_000058,TID_0058,607152,BILLDESK,103.82.70.104,residential,18.89,b81597c8e78aa56b,CNP_WEB,Y,1,0,False
TX_00000068,2024-01-03T00:58:06.491300+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,1.09,1c4bfcda0f9e5b5b,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000069,2024-01-03T01:02:44.886134+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.215.72.233,residential,16.68,c1feb472f7684d44,CNP_WEB,Y,1,0,False
TX_00000070,2024-01-03T01:24:22.456880+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,7.18,e69c3cb5e16b84dd,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000071,2024-01-03T02:18:19.859873+00:00,M_5541_00113,MID_459110_000113,TID_0113,459110,CASHFREE,127.0.0.1,residential,14.83,84eff4b004344085,CP_POS_CHIP,Y,1,0,False
TX_00000072,2024-01-03T03:18:15.742374+00:00,M_5541_00113,MID_459110_000113,TID_0113,459110,CASHFREE,127.0.0.1,residential,9.25,8b24037b3e839f9c,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000073,2024-01-03T03:32:32.677930+00:00,M_5542_00121,MID_524180_000121,TID_0121,524180,RAZORPAY,127.0.0.1,residential,18.78,9ece5a833cb08048,CP_POS_CHIP,Y,1,0,False
TX_00000074,2024-01-03T03:37:59.151790+00:00,M_5541_00134,MID_400814_000134,TID_0134,400814,RAZORPAY,127.0.0.1,residential,11.12,8a72242fba25b4b0,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000075,2024-01-03T04:49:26.791958+00:00,M_5541_00143,MID_607152_000143,TID_0143,607152,RAZORPAY,127.0.0.1,residential,6.94,aa2fe1c1dc599302,CP_POS_CHIP,Y,1,0,False
TX_00000076,2024-01-03T04:51:24.384336+00:00,M_5541_00132,MID_607152_000132,TID_0132,607152,PAYU,127.0.0.1,residential,19.39,da6f734979114d34,CP_POS_CHIP,Y,1,0,False
TX_00000077,2024-01-03T05:11:00.186066+00:00,M_5411_00015,MID_607152_000015,TID_0015,607152,RAZORPAY,103.80.253.169,residential,8.09,ae60d93c1c2665a6,CNP_MOBILE,Y,1,0,False
TX_00000078,2024-01-03T05:27:48.052016+00:00,M_5541_00019,MID_524180_000019,TID_0019,524180,BILLDESK,127.0.0.1,residential,1.94,829a677dab53e3d1,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000079,2024-01-03T06:28:55.390943+00:00,M_5411_00058,MID_607152_000058,TID_0058,607152,BILLDESK,127.0.0.1,residential,13.63,d7734199052cb45a,CP_POS_CHIP,Y,1,0,False
TX_00000080,2024-01-03T06:46:25.625945+00:00,M_5732_00045,MID_459110_000045,TID_0045,459110,PAYU,185.220.101.7,datacenter,0.0,e25a4af75a917da8,CNP_WEB,N,1,100,True
TX_00000081,2024-01-03T07:03:01.974785+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,12.67,997483dc24572abc,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000082,2024-01-03T07:13:52.586065+00:00,M_5411_00097,MID_524180_000097,TID_0097,524180,CASHFREE,127.0.0.1,residential,13.97,ed6e342851b63696,CP_POS_CHIP,Y,1,0,False
TX_00000083,2024-01-03T07:16:34.326844+00:00,M_5541_00095,MID_459110_000095,TID_0095,459110,CASHFREE,127.0.0.1,residential,10.33,afd58532766a7a06,CP_POS_CHIP,Y,1,0,False
TX_00000084,2024-01-03T07:31:44.874503+00:00,M_5541_00057,MID_607152_000057,TID_0057,607152,RAZORPAY,127.0.0.1,residential,11.79,98327843648691fd,CP_POS_CHIP,Y,1,0,False
TX_00000085,2024-01-03T07:42:32.466988+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,6.09,b804ac3d6ef79414,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000086,2024-01-03T08:44:26.747586+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,3.91,81b3a6981ebbea3b,CP_POS_CHIP,Y,1,0,False
TX_00000087,2024-01-03T09:41:18.486443+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.177.117.182,residential,16.63,2f338217fd1177e0,CNP_WEB,Y,1,0,False
TX_00000088,2024-01-03T10:24:14.932130+00:00,M_5812_00081,MID_400814_000081,TID_0081,400814,CASHFREE,127.0.0.1,residential,19.16,a947651ffaf13efd,CP_POS_CHIP,Y,1,0,False
TX_00000089,2024-01-03T12:03:26.363578+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,13.26,887eef016a3ced87,CP_POS_CHIP,Y,1,0,False
TX_00000090,2024-01-03T12:15:27.739862+00:00,M_5411_00098,MID_524180_000098,TID_0098,524180,CASHFREE,127.0.0.1,residential,5.69,03a6544efa8f7aa6,CP_POS_CHIP,Y,1,0,False
TX_00000091,2024-01-03T12:58:16.683834+00:00,M_5411_00058,MID_607152_000058,TID_0058,607152,BILLDESK,127.0.0.1,residential,17.88,77d263ba433c4f96,CP_POS_CHIP,Y,1,0,False
TX_00000092,2024-01-03T15:15:30.149973+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,19.53,9c6939d2791496b0,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000093,2024-01-03T15:45:50.887972+00:00,M_5541_00095,MID_459110_000095,TID_0095,459110,CASHFREE,127.0.0.1,residential,14.21,26db106d45cf9ef5,CP_POS_CHIP,Y,1,0,False
TX_00000094,2024-01-03T17:02:57.563176+00:00,M_5541_00129,MID_400814_000129,TID_0129,400814,RAZORPAY,127.0.0.1,residential,17.67,171d625d62fe995b,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000095,2024-01-03T17:58:45.902876+00:00,M_5812_00123,MID_524180_000123,TID_0123,524180,PAYU,127.0.0.1,residential,5.98,b30e1712b09b480b,CP_POS_CHIP,Y,1,0,False
TX_00000096,2024-01-03T18:36:37.362522+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,19.39,e3b1a47622f94009,CP_POS_CHIP,Y,1,0,False
TX_00000097,2024-01-03T18:54:38.061444+00:00,M_5411_00098,MID_524180_000098,TID_0098,524180,CASHFREE,127.0.0.1,residential,9.5,e7bd7dd0064cd232,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000098,2024-01-03T18:56:35.956385+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.48.126.113,residential,15.98,c5e979095c24a6a1,CNP_MOBILE,Y,1,0,False
TX_00000099,2024-01-03T19:14:25.735753+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,14.65,06cf5e2532b33601,CP_POS_CHIP,Y,1,0,False
TX_00000100,2024-01-03T19:57:09.322262+00:00,M_5732_00013,MID_459110_000013,TID_0013,459110,CASHFREE,185.220.101.11,datacenter,0.0,a2f91f03d2441435,CNP_WEB,Y,1,100,True
TX_00000101,2024-01-03T20:14:17.775418+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,19.3,c1feb472f7684d44,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000102,2024-01-03T21:22:56.062938+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,5.95,e85c11b6f86a7883,CP_POS_CHIP,Y,1,0,False
TX_00000103,2024-01-03T21:28:32.422170+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,19.26,0f71582123b5cce5,CP_POS_CHIP,Y,1,0,False
TX_00000104,2024-01-03T22:00:46.809167+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,18.11,5af037aa8b52c0bc,CP_POS_CHIP,Y,1,0,False
TX_00000105,2024-01-04T01:12:45.543924+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,19.25,b88746c6fbc0a3da,CP_POS_CHIP,Y,1,0,False
TX_00000106,2024-01-04T02:27:42.604683+00:00,M_5541_00057,MID_607152_000057,TID_0057,607152,RAZORPAY,127.0.0.1,residential,8.03,3556d6c8219791c4,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000107,2024-01-04T02:50:22.762431+00:00,M_5541_00119,MID_524180_000119,TID_0119,524180,RAZORPAY,127.0.0.1,residential,1.54,7b0641bc1d9b8add,CP_POS_CHIP,Y,1,0,False
TX_00000108,2024-01-04T04:59:44.317146+00:00,M_5541_00113,MID_459110_000113,TID_0113,459110,CASHFREE,127.0.0.1,residential,2.41,cadb23ce071eaec5,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000109,2024-01-04T05:59:51.271460+00:00,M_5541_00119,MID_524180_000119,TID_0119,524180,RAZORPAY,127.0.0.1,residential,14.22,5c42c73de17e69ea,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000110,2024-01-04T06:07:36.383950+00:00,M_5542_00053,MID_524180_000053,TID_0053,524180,PAYU,127.0.0.1,residential,6.5,e08e718c67de7765,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000111,2024-01-04T06:59:46.076316+00:00,M_5812_00112,MID_400814_000112,TID_0112,400814,PAYU,127.0.0.1,residential,1265.02,80f04604cf121bcf,CP_POS_CHIP,Y,1,0,True
TX_00000112,2024-01-04T07:30:56.566919+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,10.0,3bd5982577c88ef2,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000113,2024-01-04T08:38:49.028308+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,103.91.244.93,residential,18.13,20fd7883e5a766b8,CNP_WEB,Y,1,0,False
TX_00000114,2024-01-04T09:10:19.063788+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,4.88,594e58ab2cdc04ca,CP_POS_CHIP,Y,1,0,False
TX_00000115,2024-01-04T10:14:15.895621+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,12.72,a5a331aa7e6c4252,CP_POS_CHIP,Y,1,0,False
TX_00000116,2024-01-04T10:45:52.782098+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,1.51,44fbbee44263dc15,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000117,2024-01-04T11:29:13.202446+00:00,M_4816_00109,MID_459110_000109,TID_0109,459110,BILLDESK,103.228.67.198,residential,5.09,65a0787df60dccb3,CNP_WEB,Y,1,25,False
TX_00000118,2024-01-04T11:54:47.193848+00:00,M_5732_00082,MID_607152_000082,TID_0082,607152,RAZORPAY,127.0.0.1,residential,19.91,654f843f160d8a07,CP_POS_CHIP,Y,1,0,False
TX_00000119,2024-01-04T12:35:06.076974+00:00,M_5311_00079,MID_607152_000079,TID_0079,607152,PAYU,127.0.0.1,residential,5.36,8195d223a291d987,CP_POS_CHIP,Y,1,0,False
TX_00000120,2024-01-04T14:06:04.071056+00:00,M_5411_00059,MID_524180_000059,TID_0059,524180,RAZORPAY,103.29.25.114,residential,5.83,438d3c4ec7ee9446,CNP_WEB,Y,1,0,False
TX_00000121,2024-01-04T14:52:07.938615+00:00,M_5812_00081,MID_400814_000081,TID_0081,400814,CASHFREE,127.0.0.1,residential,3.68,4ac2d698eaf26126,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000122,2024-01-04T15:38:46.509606+00:00,M_5812_00043,MID_400814_000043,TID_0043,400814,RAZORPAY,103.226.205.147,residential,16.05,3ef124d8df532263,CNP_WEB,Y,1,0,False
TX_00000123,2024-01-04T15:52:58.506953+00:00,M_5732_00013,MID_459110_000013,TID_0013,459110,CASHFREE,185.220.101.1,datacenter,0.0,575d62a068d4182e,CNP_WEB,N,1,100,True
TX_00000124,2024-01-04T16:01:54.927176+00:00,M_5812_00021,MID_400814_000021,TID_0021,400814,CASHFREE,127.0.0.1,residential,1.9,039ad9497e1c51ea,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000125,2024-01-04T16:14:48.192846+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,2.03,427146daf43f9940,CP_POS_CHIP,Y,1,0,False
TX_00000126,2024-01-04T16:23:31.349122+00:00,M_5411_00051,MID_400814_000051,TID_0051,400814,PAYU,127.0.0.1,residential,5.83,f96ca0cf1eadb0d6,CP_POS_CONTACTLESS,Y,1,0,False
TX_00000127,2024-01-04T17:24:34.029744+00:00,M_5999_00142,MID_459110_000142,TID_0142,459110,RAZORPAY,127.0.0.1,residential,11.79,e3bd06ecf392672a,CP_POS_CONTACTLESS,Y,1,0,False
