transaction_id,clearing_mti,clearing_delay_hours,amount,amount_minor,settled_amount,settled_amount_minor,currency,interchange_fee_minor,mcc,merchant_id,mid,acquirer_bin
TX_00000045,0200,50,25.78,2578,25.7837086931552,2578,USD,45,5814,M_5814_00040,MID_370001_000040,370001
TX_00000046,0200,71,21.63,2163,24.2,2420,USD,42,5812,M_5812_00021,MID_370001_000021,370001
TX_00000047,0200,64,172.33,17233,172.32583932823167,17233,USD,302,5814,M_5814_00066,MID_412800_000066,412800
TX_00000048,0200,39,56.76,5676,67.44,6744,USD,118,5812,M_5812_00021,MID_370001_000021,370001
TX_00000049,0200,27,57.19,5719,67.7,6770,USD,118,5812,M_5812_00021,MID_370001_000021,370001
TX_00000050,0200,26,1.15,115,1.15,115,USD,2,5912,M_5912_00091,MID_400012_000091,400012
TX_00000051,0200,61,24.69,2469,24.69458744795646,2469,USD,43,5411,M_5411_00058,MID_541234_000058,541234
TX_00000052,0200,24,54.72,5472,54.71733858230061,5472,USD,96,5999,M_5999_00142,MID_400012_000142,400012
TX_00000053,0200,28,78.25,7825,48.07,4807,USD,84,5542,M_5542_00053,MID_412800_000053,412800
TX_00000054,0200,42,93.65,9365,34.01,3401,USD,60,5542,M_5542_00053,MID_412800_000053,412800
TX_00000055,0200,58,62.71,6271,70.26,7026,USD,123,5812,M_5812_00102,MID_541234_000102,541234
TX_00000056,0200,56,408.39,40839,408.38666083984805,40839,USD,715,5541,M_5541_00120,MID_370001_000120,370001
TX_00000057,0200,39,30.1,3010,38.78,3878,USD,68,5542,M_5542_00053,MID_412800_000053,412800
TX_00000058,0200,32,166.2,16620,183.57,18357,USD,321,5812,M_5812_00021,MID_370001_000021,370001
TX_00000059,0200,34,47.84,4784,53.91,5391,USD,94,5542,M_5542_00053,MID_412800_000053,412800
TX_00000060,0200,26,70.84,7084,54.8,5480,USD,96,5542,M_5542_00077,MID_370001_000077,370001
TX_00000061,0200,59,20.11,2011,45.2,4520,USD,79,5542,M_5542_00053,MID_412800_000053,412800
TX_00000062,0200,53,41.09,4109,57.72,5772,USD,101,5542,M_5542_00053,MID_412800_000053,412800
TX_00000063,0200,37,40.88,4088,40.8772716458753,4088,USD,72,5411,M_5411_00015,MID_541234_000015,541234
TX_00000064,0200,51,40.97,4097,40.96758308295493,4097,USD,72,5411,M_5411_00074,MID_400012_000074,400012
TX_00000065,0200,62,32.91,3291,32.911700180011145,3291,USD,58,5311,M_5311_00138,MID_541234_000138,541234
TX_00000066,0200,45,55.25,5525,55.247460516732,5525,USD,97,5311,M_5311_00104,MID_400012_000104,400012
TX_00000067,0200,68,46.38,4638,25.22,2522,USD,44,5542,M_5542_00053,MID_412800_000053,412800
TX_00000068,0200,46,53.26,5326,63.32,6332,USD,111,5812,M_5812_00021,MID_370001_000021,370001
TX_00000069,0200,64,62.16,6216,70.96,7096,USD,124,5812,M_5812_00021,MID_370001_000021,370001
TX_00000070,0200,54,20.29,2029,27.77,2777,USD,49,5542,M_5542_00053,MID_412800_000053,412800
TX_00000071,0200,24,57.09,5709,57.08676072725257,5709,USD,100,5541,M_5541_00129,MID_370001_000129,370001
TX_00000072,0200,49,30.66,3066,30.662820206085982,3066,USD,54,5999,M_5999_00142,MID_400012_000142,400012
TX_00000073,0200,42,19.78,1978,23.55,2355,USD,41,5812,M_5812_00123,MID_412800_000123,412800
TX_00000074,0200,67,37.88,3788,43.81,4381,USD,77,5812,M_5812_00145,MID_541234_000145,541234
TX_00000075,0200,39,47.78,4778,47.77990999701488,4778,USD,84,5541,M_5541_00143,MID_541234_000143,541234
TX_00000076,0200,54,72.58,7258,72.57773241261414,7258,USD,127,5999,M_5999_00142,MID_400012_000142,400012
TX_00000077,0200,52,24.87,2487,29.21,2921,USD,51,5812,M_5812_00021,MID_370001_000021,370001
TX_00000078,0200,61,31.52,3152,36.17,3617,USD,63,5812,M_5812_00021,MID_370001_000021,370001
TX_00000079,0200,30,89.43,8943,102.3,10230,USD,179,5812,M_5812_00102,MID_541234_000102,541234
TX_00000080,0200,70,50.01,5001,50.008041538128836,5001,USD,88,5814,M_5814_00066,MID_412800_000066,412800
TX_00000081,0200,60,35.43,3543,35.42768155937672,3543,USD,62,5541,M_5541_00113,MID_400012_000113,400012
TX_00000082,0200,25,95.8,9580,113.25,11325,USD,198,5812,M_5812_00102,MID_541234_000102,541234
TX_00000083,0200,64,117.07,11707,117.06906282482453,11707,USD,205,5541,M_5541_00113,MID_400012_000113,400012
TX_00000084,0200,53,35.54,3554,40.52,4052,USD,71,5812,M_5812_00081,MID_370001_000081,370001
TX_00000085,0200,28,89.13,8913,41.81,4181,USD,73,5542,M_5542_00053,MID_412800_000053,412800
TX_00000086,0200,68,119.51,11951,56.04,5604,USD,98,5542,M_5542_00053,MID_412800_000053,412800
TX_00000087,0200,42,11.83,1183,34.54,3454,USD,60,5542,M_5542_00053,MID_412800_000053,412800
TX_00000088,0200,45,51.72,5172,51.71840760867137,5172,USD,91,5541,M_5541_00119,MID_412800_000119,412800
TX_00000089,0200,49,102.56,10256,102.55574381828363,10256,USD,179,5814,M_5814_00066,MID_412800_000066,412800
TX_00000090,0200,61,275.83,27583,325.39,32539,USD,569,5812,M_5812_00102,MID_541234_000102,541234
TX_00000091,0200,44,766.4,76640,766.3972305700928,76640,USD,1341,5732,M_5732_00045,MID_400012_000045,400012
TX_00000092,0200,65,29.53,2953,37.83,3783,USD,66,5542,M_5542_00053,MID_412800_000053,412800
TX_00000093,0200,70,261.43,26143,46.47,4647,USD,81,5542,M_5542_00053,MID_412800_000053,412800
TX_00000094,0200,47,67.79,6779,67.78816178415454,6779,USD,119,5541,M_5541_00113,MID_400012_000113,400012
TX_00000095,0200,51,29.83,2983,60.72,6072,USD,106,5542,M_5542_00121,MID_412800_000121,412800
TX_00000096,0200,58,119.34,11934,59.45,5945,USD,104,5542,M_5542_00053,MID_412800_000053,412800
TX_00000097,0200,32,113.12,11312,113.12312428362347,11312,USD,198,5999,M_5999_00142,MID_400012_000142,400012
TX_00000098,0200,59,34.65,3465,39.32,3932,USD,69,5812,M_5812_00021,MID_370001_000021,370001
TX_00000099,0200,39,95.84,9584,95.84459051888298,9584,USD,168,5541,M_5541_00113,MID_400012_000113,400012
TX_00000100,0200,34,198.97,19897,227.54,22754,USD,398,5812,M_5812_00021,MID_370001_000021,370001
TX_00000101,0200,65,167.57,16757,199.43,19943,USD,349,5812,M_5812_00021,MID_370001_000021,370001
TX_00000102,0200,34,50.05,5005,50.04785760487663,5005,USD,88,5912,M_5912_00117,MID_412800_000117,412800
TX_00000103,0200,64,38.69,3869,42.6,4260,USD,75,5812,M_5812_00021,MID_370001_000021,370001
TX_00000104,0200,29,59.08,5908,59.08212320355469,5908,USD,103,5411,M_5411_00058,MID_541234_000058,541234
TX_00000105,0200,55,27.35,2735,27.34621677039956,2735,USD,48,5411,M_5411_00073,MID_400012_000073,400012
TX_00000106,0200,59,57.68,5768,57.68363167092342,5768,USD,101,5411,M_5411_00027,MID_412800_000027,412800
TX_00000107,0200,70,42.94,4294,42.93631423503134,4294,USD,75,5311,M_5311_00116,MID_412800_000116,412800
TX_00000108,0200,46,30.01,3001,30.005458366526888,3001,USD,53,5999,M_5999_00142,MID_400012_000142,400012
TX_00000109,0200,53,597.43,59743,691.27,69127,USD,1210,5812,M_5812_00094,MID_400012_000094,400012
TX_00000110,0200,54,680.6,68060,680.6,68060,USD,1191,5732,M_EXT_000110,MID_EXT_000110,400012
TX_00000111,0200,54,29.33,2933,33.51,3351,USD,59,5542,M_5542_00053,MID_412800_000053,412800
TX_00000112,0200,25,68.95,6895,80.21,8021,USD,140,5812,M_5812_00071,MID_541234_000071,541234
TX_00000113,0200,46,37.19,3719,34.52,3452,USD,60,5542,M_5542_00053,MID_412800_000053,412800
TX_00000114,0200,49,71.33,7133,82.24,8224,USD,144,5812,M_5812_00021,MID_370001_000021,370001
TX_00000115,0200,51,29.16,2916,32.5,3250,USD,57,5812,M_5812_00021,MID_370001_000021,370001
TX_00000116,0200,27,40.27,4027,40.274989726854606,4027,USD,70,5541,M_5541_00113,MID_400012_000113,400012
TX_00000117,0200,51,76.37,7637,76.36772966360734,7637,USD,134,5999,M_5999_00142,MID_400012_000142,400012
TX_00000118,0200,55,20.61,2061,23.6,2360,USD,41,5812,M_5812_00112,MID_370001_000112,370001
TX_00000119,0200,69,14.25,1425,14.246788911218868,1425,USD,25,5411,M_5411_00059,MID_412800_000059,412800
TX_00000120,0200,26,92.83,9283,92.82890631446246,9283,USD,162,5541,M_5541_00113,MID_400012_000113,400012
TX_00000121,0200,59,28.13,2813,28.130880923486956,2813,USD,49,5411,M_5411_00068,MID_412800_000068,412800
TX_00000122,0200,39,23.4,2340,23.39840717556243,2340,USD,41,5814,M_5814_00078,MID_412800_000078,412800
TX_00000123,0200,66,236.43,23643,266.43,26643,USD,466,5812,M_5812_00043,MID_370001_000043,370001
TX_00000124,0200,68,322.21,32221,385.94,38594,USD,675,5812,M_5812_00021,MID_370001_000021,370001
TX_00000125,0200,27,11.97,1197,38.12,3812,USD,67,5542,M_5542_00053,MID_412800_000053,412800
TX_00000126,0200,45,24.38,2438,24.380456901147035,2438,USD,43,5999,M_5999_00142,MID_400012_000142,400012
TX_00000127,0200,34,118.92,11892,118.91655970358383,11892,USD,208,5541,M_5541_00143,MID_541234_000143,541234
TX_00000128,0200,35,110.38,11038,110.37741215003804,11038,USD,193,5541,M_5541_00120,MID_370001_000120,370001
TX_00000129,0200,61,32.15,3215,25.03,2503,USD,44,5542,M_5542_00053,MID_412800_000053,412800
TX_00000130,0200,39,34.37,3437,37.53,3753,USD,66,5542,M_5542_00077,MID_370001_000077,370001
TX_00000131,0200,36,40.6,4060,45.25,4525,USD,79,5542,M_5542_00053,MID_412800_000053,412800
TX_00000132,0200,54,160.15,16015,57.04,5704,USD,100,5542,M_5542_00053,MID_412800_000053,412800
TX_00000133,0200,38,43.29,4329,43.28508601233594,4329,USD,76,4816,M_4816_00011,MID_400012_000011,400012
TX_00000134,0200,56,54.76,5476,54.760931522921254,5476,USD,96,5814,M_5814_00016,MID_412800_000016,412800
TX_00000135,0200,38,75.82,7582,75.8212620519549,7582,USD,133,5541,M_5541_00129,MID_370001_000129,370001
TX_00000136,0200,40,36.84,3684,36.837211112709134,3684,USD,64,5541,M_5541_00113,MID_400012_000113,400012
TX_00000137,0200,56,14.8,1480,14.80439389522336,1480,USD,26,5732,M_5732_00045,MID_400012_000045,400012
TX_00000138,0200,62,582.43,58243,582.43,58243,USD,1019,5311,M_5311_00104,MID_400012_000104,400012
TX_00000139,0200,46,29.79,2979,34.93,3493,USD,61,5812,M_5812_00021,MID_370001_000021,370001
TX_00000140,0200,29,69.69,6969,69.69210051061675,6969,USD,122,5411,M_5411_00059,MID_412800_000059,412800
TX_00000141,0200,35,91.53,9153,106.84,10684,USD,187,5812,M_5812_00021,MID_370001_000021,370001
TX_00000142,0200,65,43.4,4340,43.400817081369865,4340,USD,76,5814,M_5814_00148,MID_370001_000148,370001
TX_00000143,0200,61,33.58,3358,33.58135663422528,3358,USD,59,5541,M_5541_00113,MID_400012_000113,400012
TX_00000144,0200,68,19.98,1998,19.982364540126987,1998,USD,35,5311,M_5311_00116,MID_412800_000116,412800
TX_00000145,0200,46,80.95,8095,89.08,8908,USD,156,5812,M_5812_00081,MID_370001_000081,370001
TX_00000146,0200,67,33.42,3342,38.68,3868,USD,68,5812,M_5812_00021,MID_370001_000021,370001
TX_00000147,0200,28,56.68,5668,64.75,6475,USD,113,5812,M_5812_00145,MID_541234_000145,541234
TX_00000148,0200,59,43.07,4307,43.070176522630916,4307,USD,75,5411,M_5411_00058,MID_541234_000058,541234
TX_00000149,0200,61,650.16,65016,650.1612508265996,65016,USD,1138,5912,M_5912_00030,MID_370001_000030,370001
TX_00000150,0200,67,16.66,1666,19.67,1967,USD,34,5812,M_5812_00021,MID_370001_000021,370001
TX_00000151,0200,55,24.45,2445,24.45110416884519,2445,USD,43,5541,M_5541_00113,MID_400012_000113,400012
TX_00000152,0200,65,59.05,5905,59.0507219892745,5905,USD,103,5814,M_5814_00066,MID_412800_000066,412800
TX_00000153,0200,24,46.63,4663,46.629780021175115,4663,USD,82,5311,M_5311_00116,MID_412800_000116,412800
TX_00000154,0200,64,73.34,7334,84.74,8474,USD,148,5812,M_5812_00021,MID_370001_000021,370001
TX_00000155,0200,52,23.11,2311,26.32,2632,USD,46,5812,M_5812_00021,MID_370001_000021,370001
TX_00000156,0200,32,26.59,2659,26.586968204690802,2659,USD,47,5999,M_5999_00142,MID_400012_000142,400012
TX_00000157,0200,47,11.55,1155,30.63,3063,USD,54,5542,M_5542_00060,MID_370001_000060,370001
TX_00000158,0200,33,15.19,1519,15.186693928871984,1519,USD,27,5541,M_5541_00113,MID_400012_000113,400012
TX_00000159,0200,26,66.15,6615,66.14772225426978,6615,USD,116,5814,M_5814_00001,MID_412800_000001,412800
TX_00000160,0200,34,31.37,3137,31.368317127643767,3137,USD,55,5411,M_5411_00149,MID_412800_000149,412800
TX_00000161,0200,70,44.25,4425,53.01,5301,USD,93,5542,M_5542_00053,MID_412800_000053,412800
TX_00000162,0200,68,65.04,6504,35.63,3563,USD,62,5542,M_5542_00053,MID_412800_000053,412800
TX_00000163,0200,57,28.44,2844,38.84,3884,USD,68,5542,M_5542_00053,MID_412800_000053,412800
TX_00000164,0200,26,25.88,2588,57.76,5776,USD,101,5542,M_5542_00053,MID_412800_000053,412800
TX_00000165,0200,50,58.31,5831,51.22,5122,USD,90,5542,M_5542_00053,MID_412800_000053,412800
TX_00000166,0200,29,19.36,1936,19.36031068360007,1936,USD,34,5411,M_5411_00058,MID_541234_000058,541234
TX_00000167,0200,50,30.82,3082,30.82205495249015,3082,USD,54,5411,M_5411_00051,MID_370001_000051,370001
TX_00000168,0200,26,69.18,6918,69.17965857366588,6918,USD,121,5999,M_5999_00142,MID_400012_000142,400012
TX_00000169,0200,47,53.41,5341,59.59,5959,USD,104,5812,M_5812_00021,MID_370001_000021,370001
TX_00000170,0200,62,15.94,1594,19.01,1901,USD,33,5812,M_5812_00102,MID_541234_000102,541234
TX_00000171,0200,65,18.23,1823,18.23006366642531,1823,USD,32,5814,M_5814_00066,MID_412800_000066,412800
TX_00000172,0200,60,29.18,2918,32.35,3235,USD,57,5812,M_5812_00021,MID_370001_000021,370001
TX_00000173,0200,26,54.06,5406,54.05837547297042,5406,USD,95,5411,M_5411_00073,MID_400012_000073,400012
TX_00000174,0200,69,270.29,27029,270.2918083184553,27029,USD,473,5411,M_5411_00051,MID_370001_000051,370001
TX_00000175,0200,51,69.48,6948,69.47706241275773,6948,USD,122,5999,M_5999_00142,MID_400012_000142,400012
TX_00000176,0200,50,142.01,14201,161.25,16125,USD,282,5812,M_5812_00021,MID_370001_000021,370001
TX_00000177,0200,71,48.94,4894,48.93596201029766,4894,USD,86,5411,M_5411_00025,MID_541234_000025,541234
TX_00000178,0200,26,21.15,2115,25.18,2518,USD,44,5812,M_5812_00081,MID_370001_000081,370001
TX_00000179,0200,58,44.72,4472,44.71818321951993,4472,USD,78,5541,M_5541_00113,MID_400012_000113,400012
TX_00000180,0200,48,127.38,12738,127.38210013398826,12738,USD,223,5411,M_5411_00015,MID_541234_000015,541234
TX_00000181,0200,32,41.11,4111,52.77,5277,USD,92,5542,M_5542_00053,MID_412800_000053,412800
TX_00000182,0200,30,57.96,5796,57.956187048713375,5796,USD,101,5999,M_5999_00142,MID_400012_000142,400012
TX_00000183,0200,49,802.89,80289,802.8873706982992,80289,USD,1405,5912,M_5912_00101,MID_400012_000101,400012
TX_00000184,0200,42,121.25,12125,135.99,13599,USD,238,5812,M_5812_00145,MID_541234_000145,541234
TX_00000185,0200,35,441.69,44169,508.84,50884,USD,890,5812,M_5812_00021,MID_370001_000021,370001
TX_00000186,0200,68,42.8,4280,42.801348210384596,4280,USD,75,5541,M_5541_00113,MID_400012_000113,400012
TX_00000187,0200,66,52.28,5228,41.27,4127,USD,72,5542,M_5542_00053,MID_412800_000053,412800
TX_00000188,0200,60,66.53,6653,66.53368808925838,6653,USD,116,5541,M_5541_00143,MID_541234_000143,541234
TX_00000189,0200,60,37.09,3709,61.87,6187,USD,108,5542,M_5542_00053,MID_412800_000053,412800
TX_00000190,0200,44,33.56,3356,33.56283549198037,3356,USD,59,5541,M_5541_00113,MID_400012_000113,400012
TX_00000191,0200,53,53.27,5327,31.77,3177,USD,56,5542,M_5542_00053,MID_412800_000053,412800
TX_00000192,0200,49,130.35,13035,130.34876002522805,13035,USD,228,5411,M_5411_00090,MID_400012_000090,400012
TX_00000193,0200,54,483.82,48382,483.82,48382,USD,847,5732,M_5732_00045,MID_400012_000045,400012
TX_00000194,0200,63,16.2,1620,16.198746326003295,1620,USD,28,5541,M_5541_00113,MID_400012_000113,400012
TX_00000195,0200,24,19.3,1930,19.30436232706424,1930,USD,34,5411,M_5411_00058,MID_541234_000058,541234
TX_00000196,0200,34,57.78,5778,57.7783453103079,5778,USD,101,5411,M_5411_00015,MID_541234_000015,541234
TX_00000197,0200,28,20.76,2076,23.17,2317,USD,41,5812,M_5812_00081,MID_370001_000081,370001
TX_00000198,0200,40,69.58,6958,77.35,7735,USD,135,5812,M_5812_00021,MID_370001_000021,370001
TX_00000199,0200,28,53.0,5300,53.00002732064012,5300,USD,93,5411,M_5411_00028,MID_541234_000028,541234
TX_00000200,0200,55,52.28,5228,52.27862968377146,5228,USD,91,5912,M_5912_00048,MID_412800_000048,412800
TX_00000201,0200,47,127.12,12712,148.38,14838,USD,260,5812,M_5812_00021,MID_370001_000021,370001
TX_00000202,0200,60,40.55,4055,40.54861905740311,4055,USD,71,5411,M_5411_00015,MID_541234_000015,541234
TX_00000203,0200,32,411.8,41180,411.80278423726855,41180,USD,721,5411,M_5411_00127,MID_541234_000127,541234
TX_00000204,0200,26,48.35,4835,48.35421108842237,4835,USD,85,5411,M_5411_00090,MID_400012_000090,400012
TX_00000205,0200,32,168.05,16805,168.04511796937757,16805,USD,294,5541,M_5541_00095,MID_400012_000095,400012
TX_00000206,0200,30,48.15,4815,48.15379543410478,4815,USD,84,5411,M_5411_00015,MID_541234_000015,541234
TX_00000207,0200,37,41.5,4150,41.50487176434542,4150,USD,73,5411,M_5411_00015,MID_541234_000015,541234
TX_00000208,0200,44,223.87,22387,265.4,26540,USD,464,5812,M_5812_00021,MID_370001_000021,370001
TX_00000209,0200,29,152.37,15237,174.59,17459,USD,306,5812,M_5812_00112,MID_370001_000112,370001
TX_00000210,0200,35,61.7,6170,61.70218585512363,6170,USD,108,5912,M_5912_00117,MID_412800_000117,412800
TX_00000211,0200,39,47.36,4736,54.37,5437,USD,95,5812,M_5812_00021,MID_370001_000021,370001
TX_00000212,0200,63,30.14,3014,30.143298406955868,3014,USD,53,5814,M_5814_00087,MID_400012_000087,400012
TX_00000213,0200,51,24.82,2482,28.36,2836,USD,50,5812,M_5812_00021,MID_370001_000021,370001
TX_00000214,0200,40,183.13,18313,183.12853322518887,18313,USD,320,5912,M_5912_00042,MID_400012_000042,400012
TX_00000215,0200,61,38.16,3816,43.81,4381,USD,77,5812,M_5812_00021,MID_370001_000021,370001
TX_00000216,0200,34,27.95,2795,39.71,3971,USD,69,5542,M_5542_00053,MID_412800_000053,412800
TX_00000217,0200,62,238.92,23892,238.91605179504086,23892,USD,418,5814,M_5814_00066,MID_412800_000066,412800
TX_00000218,0200,30,27.97,2797,27.972301347110058,2797,USD,49,5999,M_5999_00142,MID_400012_000142,400012
TX_00000219,0200,28,55.85,5585,66.62,6662,USD,117,5812,M_5812_00021,MID_370001_000021,370001
TX_00000220,0200,69,27.98,2798,27.978949087292648,2798,USD,49,5814,M_5814_00065,MID_541234_000065,541234
TX_00000221,0200,28,71.32,7132,71.32013137937955,7132,USD,125,5411,M_5411_00097,MID_412800_000097,412800
TX_00000222,0200,67,25.31,2531,25.305029334047056,2531,USD,44,5541,M_5541_00129,MID_370001_000129,370001
TX_00000223,0200,35,261.54,26154,63.02,6302,USD,110,5542,M_5542_00077,MID_370001_000077,370001
TX_00000224,0200,69,45.0,4500,53.02,5302,USD,93,5812,M_5812_00021,MID_370001_000021,370001
TX_00000225,0200,53,50.2,5020,59.9,5990,USD,105,5812,M_5812_00075,MID_412800_000075,412800
TX_00000226,0200,53,67.11,6711,56.02,5602,USD,98,5542,M_5542_00053,MID_412800_000053,412800
TX_00000227,0200,30,123.9,12390,123.90467720535737,12390,USD,217,5541,M_5541_00143,MID_541234_000143,541234
TX_00000228,0200,25,46.23,4623,40.03,4003,USD,70,5542,M_5542_00053,MID_412800_000053,412800
TX_00000229,0200,69,26.7,2670,26.703473430874805,2670,USD,47,5541,M_5541_00095,MID_400012_000095,400012
TX_00000230,0200,44,33.74,3374,33.74422853517021,3374,USD,59,4816,M_4816_00011,MID_400012_000011,400012
TX_00000231,0200,56,34.29,3429,34.29261039785429,3429,USD,60,5411,M_5411_00025,MID_541234_000025,541234
TX_00000232,0200,35,99.63,9963,99.62672610884556,9963,USD,174,5541,M_5541_00113,MID_400012_000113,400012
TX_00000233,0200,43,80.07,8007,80.0723935820917,8007,USD,140,5411,M_5411_00015,MID_541234_000015,541234
TX_00000234,0200,63,133.13,13313,133.13316439570875,13313,USD,233,5814,M_5814_00040,MID_370001_000040,370001
TX_00000235,0200,30,1.35,135,1.35,135,USD,2,5999,M_5999_00142,MID_400012_000142,400012
TX_00000236,0200,40,115.64,11564,115.64202773782557,11564,USD,202,5999,M_5999_00142,MID_400012_000142,400012
TX_00000237,0200,34,33.36,3336,39.04,3904,USD,68,5812,M_5812_00021,MID_370001_000021,370001
TX_00000238,0200,27,46.11,4611,46.10609407380991,4611,USD,81,5814,M_5814_00089,MID_412800_000089,412800
TX_00000239,0200,65,96.48,9648,96.4809612258793,9648,USD,169,5411,M_5411_00073,MID_400012_000073,400012
TX_00000240,0200,70,34.56,3456,34.5609248643245,3456,USD,60,5311,M_5311_00052,MID_400012_000052,400012
TX_00000241,0200,37,104.41,10441,119.53,11953,USD,209,5812,M_5812_00021,MID_370001_000021,370001
TX_00000242,0200,70,16.45,1645,19.39,1939,USD,34,5812,M_5812_00021,MID_370001_000021,370001
TX_00000243,0200,33,14.65,1465,14.650620648476934,1465,USD,26,5999,M_5999_00142,MID_400012_000142,400012
TX_00000244,0200,71,73.28,7328,73.27966514727328,7328,USD,128,5814,M_5814_00140,MID_541234_000140,541234
TX_00000245,0200,37,40.74,4074,40.74227878579296,4074,USD,71,5311,M_5311_00138,MID_541234_000138,541234
