transaction_id,card_id,merchant_id,syndicate_id,botnet_cluster_id,mule_ring_id,beneficiary_account_id,ip_subnet_prefix,device_fingerprint_id
TX_00000040,CARD_000054,M_5411_00015,,,,,,
TX_00000041,CARD_000054,M_5411_00015,,,,,,
TX_00000042,CARD_000054,M_5411_00015,,,,,,
TX_00000043,CARD_000054,M_5411_00015,,,,,,
TX_00000044,CARD_000054,M_5411_00015,,,,,,
TX_00000045,CARD_000054,M_5912_00048,,,,,,
TX_00000046,CARD_000054,M_5411_00015,,,,,,
TX_00000047,CARD_000175,M_4816_00011,,,,,,
TX_00000048,CARD_000175,M_5812_00145,,,,,,
TX_00000049,CARD_000367,M_5814_00066,,,,,,
TX_00000050,CARD_000175,M_5912_00101,,,,,,
TX_00000051,CARD_000367,M_5814_00066,,,,,,
TX_00000052,CARD_000175,M_5912_00101,,,,,,
TX_00000053,CARD_000054,M_5411_00015,,,,,,
TX_00000054,CARD_000367,M_5814_00066,,,,,,
TX_00000055,CARD_000054,M_5411_00015,,,,,,
TX_00000056,CARD_000175,M_5912_00101,,,,,,
TX_00000057,CARD_000367,M_5814_00066,,,,,,
TX_00000058,CARD_000367,M_5411_00028,,,,,,
TX_00000059,CARD_000367,M_5814_00066,,,,,,
TX_00000060,CARD_000083,M_5812_00021,,,,,,
TX_00000061,CARD_000367,M_5812_00107,,,,,,
TX_00000062,CARD_000367,M_5812_00107,,,,,,
TX_00000063,CARD_000367,M_5411_00028,,,,,,
TX_00000064,CARD_000367,M_5812_00107,,,,,,
TX_00000065,CARD_000367,M_5812_00112,,,,,,
TX_00000066,CARD_000367,M_5542_00053,,,,,,
TX_00000067,CARD_000367,M_5542_00053,,,,,,
TX_00000068,CARD_000367,M_5912_00048,,,,,,
TX_00000069,CARD_000367,M_5812_00021,,,,,,
TX_00000070,CARD_000367,M_5542_00053,,,,,,
TX_00000071,CARD_000367,M_5812_00021,,,,,,
TX_00000072,CARD_000588,M_5812_00021,,,,,,
TX_00000073,CARD_000588,M_5812_00021,,,,,,
TX_00000074,CARD_000367,M_5812_00021,,,,,,
TX_00000075,CARD_000588,M_5812_00021,,,,,,
TX_00000076,CARD_000588,M_5812_00021,,,,,,
TX_00000077,CARD_000367,M_5812_00021,,,,,,
TX_00000078,CARD_000588,M_5812_00021,,,,,,
TX_00000079,CARD_000004,M_5812_00021,,,,,,
TX_00000080,CARD_000098,M_5999_00142,,,,,,
TX_00000081,CARD_000098,M_5411_00015,,,,,,
TX_00000082,CARD_000069,M_5411_00015,,,,,,
TX_00000083,CARD_000069,M_5311_00116,,,,,,
TX_00000084,CARD_000742,M_5814_00092,,,,,,
TX_00000085,CARD_000710,M_5812_00021,,,,,,
TX_00000086,CARD_000204,M_5812_00021,,,,,,
TX_00000087,CARD_000714,M_5411_00051,,,,,,
TX_00000088,CARD_000440,M_5411_00058,,,,,,
TX_00000089,CARD_000714,M_5411_00051,,,,,,
TX_00000090,CARD_000440,M_5812_00021,,,,,,
TX_00000091,CARD_000714,M_5411_00051,,,,,,
TX_00000092,CARD_000714,M_5411_00015,,,,,,
TX_00000093,CARD_000714,M_5411_00051,,,,,,
TX_00000094,CARD_000714,M_5411_00051,,,,,,
TX_00000095,CARD_000714,M_5411_00051,,,,,,
TX_00000096,CARD_000714,M_5411_00051,,,,,,
TX_00000097,CARD_000806,M_5812_00093,,,,,,
TX_00000098,CARD_000806,M_5812_00093,,,,,,
TX_00000099,CARD_000806,M_5812_00093,,,,,,
TX_00000100,CARD_000806,M_5411_00135,,,,,,
TX_00000101,CARD_000806,M_5814_00069,,,,,,
TX_00000102,CARD_000806,M_5812_00107,,,,,,
TX_00000103,CARD_000116,M_5411_00015,,,,,,
TX_00000104,CARD_000116,M_5411_00015,,,,,,
TX_00000105,CARD_000116,M_5411_00015,,,,,,
TX_00000106,CARD_000116,M_5912_00048,,,,,,
TX_00000107,CARD_000116,M_5999_00142,,,,,,
TX_00000108,CARD_000116,M_5411_00015,,,,,,
TX_00000109,CARD_000116,M_5411_00015,,,,,,
TX_00000110,CARD_000116,M_5411_00015,,,,,,
TX_00000111,CARD_000116,M_5411_00015,,,,,,
TX_00000112,CARD_000116,M_5411_00015,,,,,,
TX_00000113,CARD_000116,M_5411_00015,,,,,,
TX_00000114,CARD_000116,M_5411_00015,,,,,,
TX_00000115,CARD_000677,M_5311_00138,,,,,,
TX_00000116,CARD_000677,M_5812_00102,,,,,,
TX_00000117,CARD_000019,M_5542_00077,,,,,,
TX_00000118,CARD_000019,M_5812_00145,,,,,,
TX_00000119,CARD_000019,M_5542_00077,,,,,,
TX_00000120,CARD_000019,M_5999_00142,,,,,,
TX_00000121,CARD_000019,M_5812_00047,,,,,,
TX_00000122,CARD_000019,M_5812_00021,,,,,,
TX_00000123,CARD_000019,M_5812_00047,,,,,,
TX_00000124,CARD_000019,M_5812_00047,,,,,,
TX_00000125,CARD_000641,M_5912_00086,,,,,,
TX_00000126,CARD_000420,M_5812_00047,,,,,,
TX_00000127,CARD_000420,M_5812_00021,,,,,,
TX_00000128,CARD_000115,M_5999_00142,,,,,,
TX_00000129,CARD_000115,M_5999_00142,,,,,,
TX_00000130,CARD_000020,M_5541_00119,,,,,,
TX_00000131,CARD_000020,M_5814_00065,,,,,,
TX_00000132,CARD_000716,M_5812_00021,,,,,,
TX_00000133,CARD_000716,M_5812_00021,,,,,,
TX_00000134,CARD_000004,M_5814_00066,,,,,,
TX_00000135,CARD_000004,M_5812_00021,,,,,,
TX_00000136,CARD_000503,M_5912_00117,,,,,,
TX_00000137,CARD_000503,M_5912_00117,,,,,,
TX_00000138,CARD_000503,M_5411_00017,,,,,,
TX_00000139,CARD_000265,M_5812_00021,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00103,198.54.130.0/24,DEV_CHECKER_BOT_022
TX_00000140,CARD_000875,M_5812_00021,,,,,,
TX_00000141,CARD_000102,M_5812_00021,,,,,,
TX_00000142,CARD_000102,M_5812_00021,,,,,,
TX_00000143,CARD_000102,M_5311_00104,,,,,,
TX_00000144,CARD_000173,M_5812_00081,,,,,,
TX_00000145,CARD_000102,M_5812_00021,,,,,,
TX_00000146,CARD_000102,M_5812_00021,,,,,,
TX_00000147,CARD_000102,M_5812_00021,,,,,,
TX_00000148,CARD_000102,M_5812_00021,,,,,,
TX_00000149,CARD_000102,M_5812_00021,,,,,,
TX_00000150,CARD_000102,M_5311_00138,,,,,,
TX_00000151,CARD_000102,M_5411_00017,,,,,,
TX_00000152,CARD_000193,M_5541_00132,,,,,,
TX_00000153,CARD_000433,M_5411_00027,,,,,,
TX_00000154,CARD_000193,M_5812_00021,,,,,,
TX_00000155,CARD_000433,M_5814_00140,,,,,,
TX_00000156,CARD_000433,M_5411_00027,,,,,,
TX_00000157,CARD_000433,M_5999_00031,,,,,,
TX_00000158,CARD_000433,M_5812_00046,,,,,,
TX_00000159,CARD_000433,M_5812_00021,,,,,,
TX_00000160,CARD_000433,M_5411_00073,,,,,,
TX_00000161,CARD_000938,M_5814_00110,,,,,,
TX_00000162,CARD_000938,M_5812_00102,,,,,,
TX_00000163,CARD_000433,M_5812_00021,,,,,,
TX_00000164,CARD_000938,M_5812_00081,,,,,,
TX_00000165,CARD_000938,M_5812_00021,,,,,,
TX_00000166,CARD_000938,M_5411_00015,,,,,,
TX_00000167,CARD_000938,M_5812_00032,,,,,,
TX_00000168,CARD_000433,M_5999_00142,,,,,,
TX_00000169,CARD_000938,M_5812_00032,,,,,,
TX_00000170,CARD_000748,M_5311_00116,,,,,,
TX_00000171,CARD_000748,M_5411_00127,,,,,,
TX_00000172,CARD_000950,M_5541_00095,,,,,,
TX_00000173,CARD_000950,M_5411_00051,,,,,,
TX_00000174,CARD_000950,M_5541_00095,,,,,,
TX_00000175,CARD_000008,M_5814_00066,,,,,,
TX_00000176,CARD_000799,M_5814_00066,,,,,,
TX_00000177,CARD_000348,M_5912_00091,,,,,,
TX_00000178,CARD_000348,M_5912_00091,,,,,,
TX_00000179,CARD_000348,M_5912_00091,,,,,,
TX_00000180,CARD_000415,M_5311_00052,,,,,,
TX_00000181,CARD_000199,M_5812_00021,,,,,,
TX_00000182,CARD_000199,M_5812_00123,,,,,,
TX_00000183,CARD_000199,M_5812_00021,,,,,,
TX_00000184,CARD_000199,M_5812_00021,,,,,,
TX_00000185,CARD_000199,M_5999_00142,,,,,,
TX_00000186,CARD_000199,M_5812_00021,,,,,,
TX_00000187,CARD_000199,M_5812_00021,,,,,,
TX_00000188,CARD_000392,M_5812_00093,,,,,,
TX_00000189,CARD_000199,M_5812_00021,,,,,,
TX_00000190,CARD_000392,M_5812_00093,,,,,,
TX_00000191,CARD_000392,M_5812_00093,,,,,,
TX_00000192,CARD_000199,M_5812_00021,,,,,,
TX_00000193,CARD_000864,M_5814_00066,,,,,,
TX_00000194,CARD_000864,M_5814_00009,,,,,,
TX_00000195,CARD_000864,M_5311_00020,,,,,,
TX_00000196,CARD_000864,M_4816_00109,,,,,,
TX_00000197,CARD_000159,M_5411_00058,,,,,,
TX_00000198,CARD_000159,M_5411_00068,,,,,,
TX_00000199,CARD_000159,M_5912_00091,,,,,,
TX_00000200,CARD_000159,M_5812_00032,,,,,,
TX_00000201,CARD_000159,M_5814_00110,,,,,,
TX_00000202,CARD_000797,M_5812_00021,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00109,198.54.130.0/24,DEV_CHECKER_BOT_021
TX_00000203,CARD_000636,M_5912_00117,,,,,,
TX_00000204,CARD_000636,M_5812_00123,,,,,,
TX_00000205,CARD_000168,M_5812_00102,,,,,,
TX_00000206,CARD_000168,M_5999_00103,,,,,,
TX_00000207,CARD_000636,M_5812_00123,,,,,,
TX_00000208,CARD_000636,M_5812_00123,,,,,,
TX_00000209,CARD_000168,M_5812_00021,,,,,,
TX_00000210,CARD_000168,M_5814_00140,,,,,,
TX_00000211,CARD_000636,M_5311_00063,,,,,,
TX_00000212,CARD_000168,M_5732_00013,,,,,,
TX_00000213,CARD_000636,M_5311_00055,,,,,,
TX_00000214,CARD_000636,M_5732_00082,,,,,,
TX_00000215,CARD_000636,M_5311_00055,,,,,,
TX_00000216,CARD_000063,M_4816_00011,,,,,,
TX_00000217,CARD_000063,M_5912_00117,,,,,,
TX_00000218,CARD_000063,M_4816_00100,,,,,,
TX_00000219,CARD_000063,M_5812_00021,,,,,,
TX_00000220,CARD_000063,M_5912_00117,,,,,,
TX_00000221,CARD_000469,M_5999_00142,,,,,,
TX_00000222,CARD_000469,M_5999_00142,,,,,,
TX_00000223,CARD_000469,M_5999_00142,,,,,,
TX_00000224,CARD_000469,M_5999_00142,,,,,,
TX_00000225,CARD_000063,M_5812_00112,,,,,,
TX_00000226,CARD_000469,M_5411_00085,,,,,,
TX_00000227,CARD_000063,M_5912_00117,,,,,,
TX_00000228,CARD_000469,M_5411_00085,,,,,,
TX_00000229,CARD_000911,M_5411_00149,,,,,,
TX_00000230,CARD_000469,M_5812_00021,,,,,,
TX_00000231,CARD_000063,M_5411_00015,,,,,,
TX_00000232,CARD_000911,M_5311_00104,,,,,,
TX_00000233,CARD_000911,M_5812_00021,,,,,,
TX_00000234,CARD_000857,M_5812_00021,,,,,,
TX_00000235,CARD_000262,M_5912_00101,,,,,,
TX_00000236,CARD_000262,M_5542_00053,,,,,,
TX_00000237,CARD_000262,M_5999_00142,,,,,,
TX_00000238,CARD_000024,M_5814_00066,,,,,,
TX_00000239,CARD_000262,M_5814_00089,,,,,,
TX_00000240,CARD_000262,M_5411_00049,,,,,,
TX_00000241,CARD_000980,M_5411_00098,,,,,,
TX_00000242,CARD_000720,M_5541_00129,,,,,,
TX_00000243,CARD_000905,M_5311_00055,,,,,,
TX_00000244,CARD_000905,M_5999_00142,,,,,,
TX_00000245,CARD_000905,M_5411_00015,,,,,,
TX_00000246,CARD_000222,M_5814_00066,,,,,,
TX_00000247,CARD_000828,M_5944_00072,,,,,,
TX_00000248,CARD_000828,M_5311_00138,,,,,,
TX_00000249,CARD_000797,M_5542_00012,,,,,,
TX_00000250,CARD_000496,M_5411_00051,,,,,,
TX_00000251,CARD_000797,M_5999_00142,,,,,,
TX_00000252,CARD_000797,M_5812_00102,,,,,,
TX_00000253,CARD_000797,M_5814_00148,,,,,,
TX_00000254,CARD_000988,M_5912_00048,,,,,,
TX_00000255,CARD_000108,M_5311_00104,,,,,,
TX_00000256,CARD_000424,M_5812_00021,,,,,,
TX_00000257,CARD_000424,M_5812_00021,,,,,,
TX_00000258,CARD_000424,M_5999_00142,,,,,,
TX_00000259,CARD_000868,M_4816_00011,,,,,,
TX_00000260,CARD_000424,M_5541_00120,,,,,,
TX_00000261,CARD_000424,M_5541_00120,,,,,,
TX_00000262,CARD_000234,M_5912_00086,,,,,,
TX_00000263,CARD_000234,M_5912_00086,,,,,,
TX_00000264,CARD_000234,M_5912_00086,,,,,,
TX_00000265,CARD_000424,M_5541_00120,,,,,,
TX_00000266,CARD_000159,M_4816_00100,,,,,,
TX_00000267,CARD_000424,M_5411_00058,,,,,,
TX_00000268,CARD_000356,M_5999_00142,,,,,,
TX_00000269,CARD_000424,M_5411_00088,,,,,,
TX_00000270,CARD_000424,M_5411_00088,,,,,,
TX_00000271,CARD_000695,M_5814_00089,,,,,,
TX_00000272,CARD_000424,M_5812_00021,,,,,,
TX_00000273,CARD_000424,M_5411_00088,,,,,,
TX_00000274,CARD_000424,M_5411_00088,,,,,,
TX_00000275,CARD_000424,M_5812_00021,,,,,,
TX_00000276,CARD_000875,M_5411_00015,,,,,,
TX_00000277,CARD_000424,M_5912_00101,,,,,,
TX_00000278,CARD_000527,M_5814_00141,,,,,,
TX_00000279,CARD_000424,M_5411_00098,,,,,,
TX_00000280,CARD_000527,M_5814_00141,,,,,,
TX_00000281,CARD_000321,M_5812_00021,,,,,,
TX_00000282,CARD_000112,M_5812_00021,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00105,198.54.130.0/24,DEV_CHECKER_BOT_013
TX_00000283,CARD_000122,M_5812_00021,,,,,,
TX_00000284,CARD_000339,M_4816_00109,,,,,,
TX_00000285,CARD_000707,M_5732_00082,,,,,,
TX_00000286,CARD_000678,M_5812_00021,,,,,,
TX_00000287,CARD_000707,M_5814_00089,,,,,,
TX_00000288,CARD_000114,M_5944_00002,,,,,,
TX_00000289,CARD_000707,M_5912_00091,,,,,,
TX_00000290,CARD_000707,M_5812_00021,,,,,,
TX_00000291,CARD_000707,M_5311_00104,,,,,,
TX_00000292,CARD_000707,M_5311_00104,,,,,,
TX_00000293,CARD_000669,M_5411_00015,,,,,,
TX_00000294,CARD_000707,M_5411_00097,,,,,,
TX_00000295,CARD_000707,M_5411_00097,,,,,,
TX_00000296,CARD_000707,M_5411_00097,,,,,,
TX_00000297,CARD_000108,M_5311_00020,,,,,,
TX_00000298,CARD_000603,M_5411_00058,,,,,,
TX_00000299,CARD_000251,M_5812_00102,,,,,,
TX_00000300,CARD_000698,M_5999_00142,,,,,,
TX_00000301,CARD_000251,M_5812_00102,,,,,,
TX_00000302,CARD_000698,M_5411_00058,,,,,,
TX_00000303,CARD_000251,M_5812_00102,,,,,,
TX_00000304,CARD_000251,M_5912_00048,,,,,,
TX_00000305,CARD_000698,M_5812_00081,,,,,,
TX_00000306,CARD_000698,M_5411_00068,,,,,,
TX_00000307,CARD_000698,M_5411_00068,,,,,,
TX_00000308,CARD_000653,M_5812_00145,,,,,,
TX_00000309,CARD_000029,M_5814_00066,,,,,,
TX_00000310,CARD_000310,M_5311_00116,,,,,,
TX_00000311,CARD_000310,M_4816_00011,,,,,,
TX_00000312,CARD_000310,M_5542_00053,,,,,,
TX_00000313,CARD_000511,M_5999_00142,,,,,,
TX_00000314,CARD_000008,M_5311_00079,,,,,,
TX_00000315,CARD_000710,M_5999_00142,,,,,,
TX_00000316,CARD_000710,M_5999_00142,,,,,,
TX_00000317,CARD_000710,M_5999_00142,,,,,,
TX_00000318,CARD_000710,M_5814_00141,,,,,,
TX_00000319,CARD_000710,M_5812_00021,,,,,,
TX_00000320,CARD_000710,M_5814_00066,,,,,,
TX_00000321,CARD_000710,M_5814_00066,,,,,,
TX_00000322,CARD_000014,M_5814_00066,,,,,,
TX_00000323,CARD_000014,M_5411_00015,,,,,,
TX_00000324,CARD_000014,M_5411_00015,,,,,,
TX_00000325,CARD_000014,M_5411_00111,,,,,,
TX_00000326,CARD_000014,M_5999_00142,,,,,,
TX_00000327,CARD_000014,M_5411_00139,,,,,,
TX_00000328,CARD_000014,M_5814_00148,,,,,,
TX_00000329,CARD_000014,M_5912_00105,,,,,,
TX_00000330,CARD_000014,M_5411_00073,,,,,,
TX_00000331,CARD_000014,M_5541_00113,,,,,,
TX_00000332,CARD_000117,M_5311_00052,,,,,,
TX_00000333,CARD_000124,M_5411_00059,,,,,,
TX_00000334,CARD_000124,M_5411_00059,,,,,,
TX_00000335,CARD_000124,M_5411_00059,,,,,,
TX_00000336,CARD_000124,M_5411_00059,,,,,,
TX_00000337,CARD_000124,M_5411_00059,,,,,,
TX_00000338,CARD_000124,M_6051_00023,,,,,,
TX_00000339,CARD_000124,M_5814_00089,,,,,,
TX_00000340,CARD_000379,M_5411_00015,,,,,,
TX_00000341,CARD_000977,M_5541_00113,,,,,,
TX_00000342,CARD_000977,M_5541_00113,,,,,,
TX_00000343,CARD_000718,M_5812_00047,,,,,,
TX_00000344,CARD_000977,M_5541_00113,,,,,,
TX_00000345,CARD_000977,M_5541_00113,,,,,,
TX_00000346,CARD_000231,M_5411_00025,,,,,,
TX_00000347,CARD_000449,M_5812_00021,SYN_US_IAB_STEALER,BOTNET_US_MALWARE_C2_05,MULE_US_SMURF_CHASE_01,MULE_CHASE_00113,185.220.101.0/24,DEV_MALWARE_DROPPER_006
TX_00000348,CARD_000231,M_5411_00025,,,,,,
TX_00000349,CARD_000231,M_5411_00025,,,,,,
TX_00000350,CARD_000050,M_5812_00021,,,,,,
TX_00000351,CARD_000050,M_5812_00021,,,,,,
TX_00000352,CARD_000050,M_5812_00021,,,,,,
TX_00000353,CARD_000226,M_5814_00001,,,,,,
TX_00000354,CARD_000226,M_5814_00001,,,,,,
TX_00000355,CARD_000620,M_6051_00023,,,,,,
TX_00000356,CARD_000226,M_5311_00116,,,,,,
TX_00000357,CARD_000226,M_5311_00138,,,,,,
TX_00000358,CARD_000226,M_5814_00001,,,,,,
TX_00000359,CARD_000226,M_5812_00021,,,,,,
TX_00000360,CARD_000226,M_5814_00001,,,,,,
TX_00000361,CARD_000419,M_5812_00081,,,,,,
TX_00000362,CARD_000419,M_5812_00081,,,,,,
TX_00000363,CARD_000419,M_5812_00081,,,,,,
TX_00000364,CARD_000373,M_5732_00013,,,,,,
TX_00000365,CARD_000373,M_5814_00066,,,,,,
TX_00000366,CARD_000373,M_5814_00066,,,,,,
TX_00000367,CARD_000716,M_5814_00148,,,,,,
TX_00000368,CARD_000716,M_4816_00011,,,,,,
TX_00000369,CARD_000373,M_5814_00066,,,,,,
TX_00000370,CARD_000716,M_5732_00045,,,,,,
TX_00000371,CARD_000401,M_5812_00081,,,,,,
TX_00000372,CARD_000785,M_5812_00112,,,,,,
TX_00000373,CARD_000373,M_5999_00142,,,,,,
TX_00000374,CARD_000373,M_5999_00142,,,,,,
TX_00000375,CARD_000971,M_5411_00015,,,,,,
TX_00000376,CARD_000971,M_5812_00021,,,,,,
TX_00000377,CARD_000373,M_5541_00113,,,,,,
TX_00000378,CARD_000373,M_5814_00066,,,,,,
TX_00000379,CARD_000971,M_5812_00102,,,,,,
TX_00000380,CARD_000373,M_5541_00113,,,,,,
TX_00000381,CARD_000373,M_5814_00092,,,,,,
TX_00000382,CARD_000971,M_5411_00015,,,,,,
TX_00000383,CARD_000373,M_5541_00113,,,,,,
TX_00000384,CARD_000978,M_5812_00133,,,,,,
TX_00000385,CARD_000533,M_5812_00047,,,,,,
TX_00000386,CARD_000533,M_5812_00047,,,,,,
TX_00000387,CARD_000533,M_5812_00047,,,,,,
TX_00000388,CARD_000533,M_5812_00047,,,,,,
TX_00000389,CARD_000289,M_5814_00066,,,,,,
TX_00000390,CARD_000056,M_5814_00066,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00107,198.54.130.0/24,DEV_CHECKER_BOT_008
TX_00000391,CARD_000664,M_5411_00051,,,,,,
TX_00000392,CARD_000077,M_5814_00092,,,,,,
TX_00000393,CARD_000409,M_5411_00083,,,,,,
TX_00000394,CARD_000077,M_5814_00148,,,,,,
TX_00000395,CARD_000077,M_5411_00149,,,,,,
TX_00000396,CARD_000409,M_5311_00104,,,,,,
TX_00000397,CARD_000146,M_5411_00015,,,,,,
TX_00000398,CARD_000534,M_5812_00102,,,,,,
TX_00000399,CARD_000534,M_5311_00138,,,,,,
TX_00000400,CARD_000567,M_5311_00055,,,,,,
TX_00000401,CARD_000429,M_5411_00073,,,,,,
TX_00000402,CARD_000429,M_5411_00073,,,,,,
TX_00000403,CARD_000106,M_5542_00053,,,,,,
TX_00000404,CARD_000106,M_5542_00053,,,,,,
TX_00000405,CARD_000106,M_5542_00053,,,,,,
TX_00000406,CARD_000106,M_5812_00021,,,,,,
TX_00000407,CARD_000106,M_5542_00053,,,,,,
TX_00000408,CARD_000106,M_5411_00114,,,,,,
TX_00000409,CARD_000811,M_5814_00144,,,,,,
TX_00000410,CARD_000811,M_5814_00144,,,,,,
TX_00000411,CARD_000811,M_5812_00033,,,,,,
TX_00000412,CARD_000066,M_5542_00053,,,,,,
TX_00000413,CARD_000066,M_5542_00039,,,,,,
TX_00000414,CARD_000789,M_5814_00066,,,,,,
TX_00000415,CARD_000789,M_5814_00066,,,,,,
TX_00000416,CARD_000893,M_5812_00076,,,,,,
TX_00000417,CARD_000376,M_5812_00102,,,,,,
TX_00000418,CARD_000376,M_5311_00116,,,,,,
TX_00000419,CARD_000371,M_5732_00082,,,,,,
TX_00000420,CARD_000371,M_5411_00015,,,,,,
TX_00000421,CARD_000371,M_5732_00082,,,,,,
TX_00000422,CARD_000371,M_5732_00082,,,,,,
TX_00000423,CARD_000371,M_5411_00015,,,,,,
TX_00000424,CARD_000141,M_5814_00066,,,,,,
TX_00000425,CARD_000141,M_5814_00066,,,,,,
TX_00000426,CARD_000141,M_5411_00015,,,,,,
TX_00000427,CARD_000141,M_5411_00015,,,,,,
TX_00000428,CARD_000141,M_5411_00004,,,,,,
TX_00000429,CARD_000141,M_5814_00066,,,,,,
TX_00000430,CARD_000141,M_5411_00038,,,,,,
TX_00000431,CARD_000930,M_5541_00113,,,,,,
TX_00000432,CARD_000495,M_4816_00011,,,,,,
TX_00000433,CARD_000495,M_5541_00095,,,,,,
TX_00000434,CARD_000254,M_5912_00105,,,,,,
TX_00000435,CARD_000426,M_5812_00021,,,,,,
TX_00000436,CARD_000608,M_5814_00065,,,,,,
TX_00000437,CARD_000171,M_5999_00142,,,,,,
TX_00000438,CARD_000171,M_5814_00125,,,,,,
TX_00000439,CARD_000171,M_5814_00066,,,,,,
TX_00000440,CARD_000171,M_5812_00123,,,,,,
TX_00000441,CARD_000171,M_5411_00015,,,,,,
TX_00000442,CARD_000171,M_5411_00028,,,,,,
TX_00000443,CARD_000171,M_5812_00046,,,,,,
TX_00000444,CARD_000171,M_5812_00021,,,,,,
TX_00000445,CARD_000037,M_5812_00102,SYN_US_CARDING_BOT,BOTNET_US_CHECKER_01,MULE_US_SMURF_CHASE_01,MULE_CHASE_00102,198.54.130.0/24,DEV_CHECKER_BOT_007
TX_00000446,CARD_000442,M_5912_00091,,,,,,
TX_00000447,CARD_000171,M_4816_00011,,,,,,
TX_00000448,CARD_000171,M_5311_00052,,,,,,
TX_00000449,CARD_000171,M_5411_00051,,,,,,
TX_00000450,CARD_000171,M_5812_00021,,,,,,
TX_00000451,CARD_000171,M_5812_00021,,,,,,
TX_00000452,CARD_000387,M_5732_00045,,,,,,
TX_00000453,CARD_000221,M_5812_00021,,,,,,
TX_00000454,CARD_000059,M_5411_00015,,,,,,
TX_00000455,CARD_000059,M_5812_00021,,,,,,
TX_00000456,CARD_000059,M_5812_00021,,,,,,
TX_00000457,CARD_000805,M_5541_00143,,,,,,
TX_00000458,CARD_000059,M_5814_00066,,,,,,
TX_00000459,CARD_000805,M_5541_00143,,,,,,
TX_00000460,CARD_000805,M_5541_00143,,,,,,
TX_00000461,CARD_000602,M_5814_00148,,,,,,
TX_00000462,CARD_000602,M_5814_00148,,,,,,
TX_00000463,CARD_000805,M_5812_00021,,,,,,
TX_00000464,CARD_000602,M_5814_00148,,,,,,
TX_00000465,CARD_000805,M_5812_00021,,,,,,
TX_00000466,CARD_000602,M_5814_00148,,,,,,
TX_00000467,CARD_000414,M_5542_00053,,,,,,
TX_00000468,CARD_000414,M_5542_00053,,,,,,
TX_00000469,CARD_000414,M_5311_00079,,,,,,
TX_00000470,CARD_000414,M_5999_00142,,,,,,
TX_00000471,CARD_000099,M_5812_00145,,,,,,
TX_00000472,CARD_000099,M_5999_00142,,,,,,
TX_00000473,CARD_000099,M_5812_00021,,,,,,
